puzzleid,red_list,green_list,blue_list,stars
3975,7,8,32,8
3974,31,14,40,28
3973,8,8,25,15
3972,2,0,30,11
3971,12,3,79,78
3970,3,23,133,1
3969,9,97,86,10
3968,155,21,16,10
3967,0,10,13,5
3966,9,8,90,4
3965,21,21,20,26
3964,0,12,13,8
3963,1,5,23,7
3962,38,3,1,41
3961,0,0,12,3
3960,93,44,55,13
3959,2,4,20,3
3958,0,0,16,15
3957,0,0,10,1
3956,0,0,5,4
3955,0,0,10,7
3954,58,20,114,25
3953,23,2,167,27
3952,26,43,82,150
3951,27,17,25,5
3950,30,26,108,163
3949,18,18,0,35
3948,16,25,80,119
3947,20,8,24,9
3946,40,16,20,20
3945,0,0,9,8
3944,18,14,20,51
3943,36,52,36,18
3942,11,11,110,131
3941,9,20,9,20
3940,14,33,59,105
3939,10,5,24,24
3938,2,3,10,6
3937,5,0,54,10
3936,21,3,2,4
3935,1,10,34,1
3934,16,156,10,70
3933,0,17,118,134
3932,0,12,61,72
3931,0,39,5,4
3930,4,9,48,48
3929,15,7,46,15
3928,7,7,103,116
3927,7,7,103,37
3926,24,9,79,1
3925,22,8,84,14
3924,11,11,82,77
3923,0,8,75,15
3922,7,0,30,4
3921,3,0,26,2
3920,1,0,16,2
3919,29,0,57,24
3918,7,15,55,14
3917,60,65,67,4
3916,82,16,94,6
3915,41,62,89,6
3914,16,7,81,15
3913,24,46,110,14
3912,6,32,67,104
3911,10,39,85,133
3910,15,97,1,108
3909,56,24,36,1
3908,22,147,14,93
3907,5,4,5,1
3906,3,10,83,95
3905,7,12,64,80
3904,8,42,32,37
3903,0,0,29,28
3902,0,4,6,3
3901,13,15,49,76
3900,15,5,11,11
3899,3,2,31,3
3898,1,15,84,4
3897,5,3,11,1
3896,0,44,102,88
3895,53,4,40,96
3894,1,0,109,85
3893,111,81,0,19
3892,0,34,24,57
3891,135,57,0,16
3890,4,0,24,8
3889,0,0,43,19
3888,0,18,10,27
3887,0,0,86,32
3886,0,0,61,26
3885,0,12,36,29
3884,10,0,31,10
3883,0,0,66,21
3882,0,0,108,12
3881,0,0,35,12
3880,0,0,41,7
3879,0,0,51,50
3878,0,192,0,8
3877,0,0,46,3
3876,174,0,18,16
3875,1,6,34,10
3874,16,18,0,4
3873,15,13,85,87
3872,4,4,12,6
3871,7,1,56,7
3870,6,3,60,24
3869,63,0,54,115
3868,96,12,44,151
3867,20,12,64,95
3866,6,3,60,24
3865,18,17,54,81
3864,4,6,110,35
3863,6,3,95,24
3862,0,0,37,36
3861,15,0,64,28
3860,10,0,47,1
3859,3,13,87,13
3858,6,14,68,15
3857,39,6,42,21
3856,16,0,116,131
3855,24,0,48,71
3854,9,9,14,6
3853,15,1,32,18
3852,15,8,14,36
3851,1,0,13,2
3850,0,0,31,7
3849,34,36,10,69
3848,21,7,7,34
3847,10,0,65,74
3846,2,45,85,28
3845,0,39,110,148
3844,1,1,6,1
3843,11,68,15,61
3842,32,101,59,59
3841,24,41,38,102
3840,39,18,47,103
3839,38,46,53,136
3838,11,68,15,61
3837,10,29,18,20
3836,5,72,43,104
3835,0,31,88,62
3834,0,58,0,57
3833,24,64,51,138
3832,12,39,54,103
3831,28,39,58,45
3830,0,31,88,38
3829,7,56,46,54
3828,6,51,77,56
3827,7,51,41,57
3826,25,26,21,1
3825,6,8,10,2
3824,15,0,146,156
3823,6,42,27,18
3822,22,0,166,187
3821,25,0,167,191
3820,7,12,50,1
3819,0,12,45,1
3818,1,4,39,38
3817,35,32,40,1
3816,10,160,22,158
3815,25,79,22,18
3814,18,6,16,25
3813,19,2,8,28
3812,80,10,26,68
3811,24,0,39,6
3810,0,0,27,8
3809,0,179,0,1
3808,4,5,5,2
3807,0,44,0,9
3806,17,2,8,2
3805,0,0,28,7
3804,0,0,10,9
3803,0,8,4,2
3802,10,16,4,29
3801,0,0,23,2
3800,19,0,83,101
3799,19,0,83,101
3798,52,70,70,33
3797,15,34,15,60
3796,192,0,0,191
3795,64,68,60,191
3794,34,35,38,1
3793,20,15,72,1
3792,21,15,92,127
3791,0,15,49,63
3790,17,1,4,20
3789,29,52,26,1
3788,9,11,7,26
3787,0,26,2,1
3786,15,0,23,37
3785,31,0,0,13
3784,9,91,1,72
3783,0,21,17,26
3782,0,30,10,7
3781,29,0,23,37
3780,59,9,0,8
3779,0,12,180,180
3778,0,17,17,25
3777,15,1,0,4
3776,8,19,9,22
3775,24,12,13,8
3774,0,25,4,2
3773,6,0,2,2
3772,32,88,72,30
3771,0,84,20,84
3770,23,41,25,18
3769,6,9,77,10
3768,0,0,16,15
3767,1,4,27,2
3766,48,44,0,48
3765,4,10,25,29
3764,5,0,11,12
3763,5,0,11,12
3762,8,0,14,12
3761,0,1,8,3
3760,0,94,52,94
3759,0,58,18,12
3758,36,52,36,18
3757,39,49,36,18
3756,0,28,20,27
3755,0,0,20,9
3754,3,0,9,10
3753,13,32,0,8
3752,30,3,2,5
3751,0,79,1,79
3750,34,12,8,7
3749,19,11,97,74
3748,16,0,36,51
3747,4,7,72,8
3746,8,24,26,12
3745,4,0,38,4
3744,28,0,28,13
3743,53,5,5,62
3742,0,0,20,6
3741,53,7,16,7
3740,3,0,3,3
3739,17,29,12,15
3738,38,6,51,94
3737,3,2,24,28
3736,0,0,22,21
3735,1,1,7,2
3734,6,0,46,5
3733,1,2,8,2
3732,0,7,28,23
3731,0,4,21,10
3730,60,20,12,4
3729,70,26,22,116
3728,58,73,61,46
3727,3,67,27,96
3726,0,6,79,13
3725,10,0,14,1
3724,14,7,9,14
3723,16,10,63,72
3722,12,0,7,12
3721,8,0,11,14
3720,0,71,4,74
3719,4,4,42,5
3718,58,19,12,8
3717,3,88,31,121
3716,48,92,52,64
3715,21,10,44,21
3714,20,16,42,20
3713,22,57,37,115
3712,0,104,0,12
3711,30,43,42,114
3710,6,0,45,35
3709,1,56,11,67
3708,18,21,62,100
3707,6,11,90,105
3706,23,3,78,32
3705,16,6,68,31
3704,31,12,102,69
3703,31,3,80,41
3702,11,16,56,62
3701,24,4,49,53
3700,11,13,45,38
3699,8,8,90,103
3698,36,20,12,67
3697,11,0,65,45
3696,12,12,80,12
3695,2,81,6,88
3694,9,1,71,79
3693,12,1,78,2
3692,18,50,51,118
3691,0,38,31,38
3690,8,2,8,8
3689,5,8,29,11
3688,3,4,17,1
3687,0,22,90,18
3686,0,20,61,13
3685,24,0,112,24
3684,12,77,53,89
3683,10,59,2,37
3682,15,15,82,31
3681,12,48,48,48
3680,11,32,56,32
3679,63,39,8,31
3678,3,4,5,1
3677,17,11,16,43
3676,5,5,71,1
3675,84,8,9,58
3674,15,50,10,74
3673,22,0,64,85
3672,0,2,80,78
3671,6,0,54,23
3670,15,0,12,15
3669,8,17,77,13
3668,48,24,0,48
3667,2,17,62,29
3666,48,32,0,21
3665,18,34,16,17
3664,0,6,10,7
3663,43,14,9,13
3662,0,2,10,1
3661,0,0,103,81
3660,5,17,5,12
3659,11,10,4,7
3658,0,192,0,12
3657,0,1,25,2
3656,13,0,10,9
3655,0,0,5,4
3654,19,0,44,9
3653,0,0,16,1
3652,0,0,20,10
3651,39,0,120,5
3650,0,0,17,2
3649,1,10,15,2
3648,0,2,11,2
3647,9,22,36,12
3646,57,7,42,27
3645,6,11,31,11
3644,39,39,0,8
3643,32,8,57,26
3642,12,9,54,74
3641,10,13,47,1
3640,11,0,80,67
3639,71,0,54,2
3638,32,32,0,32
3637,20,3,80,102
3636,0,115,33,107
3635,33,33,32,18
3634,0,71,21,21
3633,18,6,50,12
3632,21,8,16,21
3631,17,10,16,4
3630,21,63,22,4
3629,0,9,4,7
3628,20,12,32,6
3627,33,0,47,6
3626,0,0,4,1
3625,0,0,4,1
3624,3,2,9,5
3623,0,0,107,106
3622,0,4,108,107
3621,0,0,4,1
3620,7,1,42,9
3619,0,0,54,6
3618,0,104,0,1
3617,30,0,42,16
3616,0,0,4,3
3615,16,10,114,18
3614,65,60,0,6
3613,56,63,7,26
3612,1,12,93,16
3611,12,57,45,7
3610,44,6,1,50
3609,16,1,73,89
3608,67,10,5,1
3607,56,23,38,20
3606,24,15,153,25
3605,65,2,13,10
3604,9,2,25,35
3603,0,31,4,8
3602,0,0,4,1
3601,8,0,0,7
3600,19,12,17,5
3599,10,0,2,1
3598,19,91,0,109
3597,5,17,66,22
3596,1,0,24,12
3595,21,4,64,20
3594,0,0,4,1
3593,0,0,4,1
3592,0,0,4,1
3591,0,0,4,1
3590,3,0,41,1
3589,104,0,12,40
3588,12,0,149,160
3587,31,24,15,4
3586,2,8,33,10
3585,45,65,15,17
3584,11,154,12,22
3583,0,0,72,7
3582,1,1,18,19
3581,50,6,44,94
3580,23,0,167,189
3579,37,38,44,86
3578,28,0,159,186
3577,11,11,158,179
3576,22,17,27,65
3575,6,17,25,35
3574,0,0,90,89
3573,0,0,45,44
3572,2,0,73,74
3571,124,11,10,143
3570,0,12,4,11
3569,4,12,122,101
3568,0,0,60,59
3567,0,0,192,1
3566,0,0,126,83
3565,8,2,23,12
3564,0,0,69,66
3563,35,31,31,61
3562,8,18,55,56
3561,1,0,14,14
3560,22,19,56,26
3559,19,65,22,89
3558,47,32,41,31
3557,12,73,1,30
3556,26,8,63,8
3555,10,11,20,21
3554,32,12,109,105
3553,2,6,58,32
3552,9,8,8,4
3551,2,58,6,8
3550,30,25,97,113
3549,9,0,70,1
3548,56,53,59,167
3547,20,61,76,78
3546,24,59,80,80
3545,8,0,64,71
3544,12,36,120,75
3543,2,0,41,12
3542,0,20,16,7
3541,3,104,2,66
3540,3,87,1,64
3539,10,123,10,121
3537,0,0,4,1
3536,7,0,69,75
3535,17,71,64,117
3534,0,100,0,99
3533,32,0,36,32
3532,2,3,4,8
3531,0,0,4,3
3530,35,4,65,11
3529,31,32,27,4
3528,16,12,4,4
3527,45,29,56,7
3526,3,90,1,56
3525,0,21,95,84
3524,7,5,37,35
3523,10,10,134,153
3522,11,67,27,67
3521,74,65,53,17
3520,7,82,19,66
3519,23,54,31,54
3518,23,53,30,53
3517,4,166,21,190
3516,10,8,92,109
3515,30,22,140,52
3514,49,5,90,23
3513,53,25,33,11
3512,23,51,28,51
3511,14,0,89,1
3510,12,0,83,1
3509,47,57,88,191
3508,0,0,96,95
3507,43,43,77,162
3506,22,20,69,84
3505,16,11,9,35
3504,0,50,106,105
3503,1,2,14,4
3502,3,8,16,8
3501,6,1,23,12
3500,4,94,94,12
3499,0,0,47,22
3498,15,19,158,180
3497,4,2,21,16
3496,0,2,190,9
3495,0,0,49,8
3494,16,6,87,4
3493,54,69,69,4
3492,3,25,5,7
3491,6,29,73,51
3490,5,15,71,15
3489,12,21,67,6
3488,52,3,38,38
3487,103,12,10,118
3486,13,106,5,100
3485,16,2,13,30
3484,0,0,78,77
3483,12,1,86,1
3482,12,1,94,1
3481,56,1,0,11
3480,16,22,0,14
3479,1,64,1,13
3478,59,0,0,11
3477,26,94,60,33
3476,0,4,188,1
3475,169,1,22,1
3474,24,48,48,25
3473,56,40,96,12
3472,0,0,47,46
3471,104,0,0,103
3470,0,0,17,16
3469,7,0,1,1
3468,23,19,147,188
3467,12,12,168,91
3466,0,0,4,1
3465,39,8,6,37
3464,55,0,0,54
3463,121,0,0,120
3462,7,0,75,74
3461,0,67,0,66
3460,0,0,22,21
3459,17,9,13,37
3458,8,4,24,8
3457,18,154,20,27
3456,22,16,32,69
3455,31,2,95,3
3454,39,44,67,148
3453,71,79,0,148
3452,28,46,66,139
3451,23,20,19,6
3450,7,4,32,31
3449,2,2,3,2
3448,62,8,42,111
3447,48,48,48,22
3446,75,0,51,15
3445,51,33,108,16
3444,16,17,74,106
3443,4,4,5,2
3442,17,0,66,12
3441,1,0,191,7
3440,22,12,132,44
3439,7,12,89,11
3438,8,12,123,8
3437,0,16,3,3
3436,17,20,155,17
3435,0,79,83,15
3434,24,0,168,24
3433,1,0,112,63
3432,8,9,175,26
3431,4,1,42,11
3430,4,0,140,111
3429,16,16,74,16
3428,7,0,8,14
3427,28,16,47,29
3426,6,6,42,11
3425,3,2,63,1
3424,16,38,37,6
3423,10,8,16,33
3422,23,0,169,1
3421,2,58,21,8
3420,4,14,38,10
3419,21,23,78,7
3418,9,2,2,12
3417,1,51,56,31
3416,12,88,80,91
3415,4,8,20,31
3414,4,16,7,4
3413,4,1,24,4
3412,4,1,22,6
3411,15,18,72,1
3410,9,1,0,2
3409,9,9,28,45
3408,6,104,8,1
3407,56,33,73,30
3406,6,1,1,2
3405,3,0,1,3
3404,9,1,43,2
3403,39,35,91,90
3402,0,18,0,17
3401,0,0,29,12
3400,10,0,0,8
3399,1,7,0,6
3398,6,33,3,1
3397,7,47,3,1
3396,7,2,69,3
3395,4,31,18,18
3394,18,19,78,49
3393,2,5,55,31
3392,7,2,78,8
3391,2,9,45,10
3390,0,1,10,1
3389,11,10,23,10
3388,8,12,22,3
3387,3,7,36,39
3386,0,0,12,1
3385,16,0,0,14
3384,1,5,28,7
3383,1,5,17,14
3382,18,11,56,1
3381,2,5,50,56
3380,170,0,22,187
3379,53,0,0,9
3378,191,0,1,14
3377,0,5,187,53
3376,63,0,0,1
3375,8,10,76,1
3374,0,11,17,1
3373,0,2,30,3
3372,1,19,172,109
3371,12,20,32,1
3370,6,59,7,26
3369,0,0,4,1
3368,7,1,104,24
3367,165,22,5,188
3366,13,8,57,77
3365,1,2,30,12
3364,12,12,17,5
3363,4,8,30,8
3362,0,8,0,7
3361,13,13,10,5
3360,0,0,16,1
3359,0,0,4,1
3358,0,23,133,24
3357,0,18,46,2
3356,7,7,73,36
3355,39,0,9,5
3354,46,0,0,2
3353,20,27,0,1
3352,0,0,8,7
3351,0,56,0,4
3350,38,0,0,1
3349,19,1,0,9
3348,0,24,0,1
3347,7,29,30,29
3346,1,43,12,55
3345,10,0,30,30
3344,8,14,4,8
3343,4,4,37,1
3342,13,13,23,1
3341,1,8,35,9
3340,10,10,43,10
3339,12,12,168,191
3338,7,7,9,22
3337,3,8,19,29
3336,8,7,76,1
3335,1,19,6,24
3334,20,6,70,19
3333,0,0,36,3
3332,0,0,18,6
3331,7,4,25,7
3330,31,48,17,1
3329,10,0,81,14
3328,7,9,176,10
3327,6,11,70,86
3326,12,0,20,31
3325,3,2,104,108
3324,8,0,8,15
3323,3,4,23,29
3322,81,76,35,16
3321,0,0,4,1
3320,1,3,21,1
3319,14,9,43,1
3318,1,25,166,1
3317,4,10,44,30
3316,12,19,161,24
3315,4,0,36,31
3314,26,32,134,1
3313,33,16,143,14
3312,0,0,192,1
3311,4,5,27,17
3310,7,3,42,14
3309,0,0,96,8
3308,4,0,36,4
3307,0,0,41,1
3306,0,0,2,1
3305,16,20,16,51
3304,0,2,20,2
3303,66,12,0,77
3302,7,7,34,5
3301,5,24,20,20
3300,5,24,24,24
3299,0,71,0,70
3298,0,1,58,58
3297,15,50,10,49
3296,12,0,122,101
3295,2,2,16,2
3294,2,2,55,3
3293,4,16,37,16
3292,48,0,0,7
3291,48,0,0,11
3290,48,0,0,11
3289,48,0,0,15
3288,192,0,0,191
3287,0,72,0,1
3286,4,16,36,20
3285,1,30,62,24
3284,16,12,72,24
3283,35,22,49,15
3282,4,18,82,8
3281,125,0,1,125
3280,21,9,83,7
3279,1,0,3,3
3278,30,27,27,83
3277,5,39,28,3
3276,77,21,27,77
3275,6,17,4,8
3274,3,24,83,28
3273,12,3,20,8
3272,4,60,0,16
3271,1,111,0,111
3270,0,125,0,88
3269,6,1,88,31
3268,6,0,58,20
3267,14,14,5,4
3266,14,14,5,4
3265,52,5,57,113
3264,13,14,16,15
3263,66,55,59,36
3262,13,17,15,13
3261,53,5,63,120
3260,61,16,16,68
3259,9,45,3,3
3258,53,5,63,115
3257,0,0,4,3
3256,12,4,0,4
3255,13,13,22,13
3254,17,64,11,56
3253,21,51,71,1
3252,16,144,16,55
3251,4,3,0,1
3250,8,7,0,1
3249,90,0,102,191
3248,20,55,39,11
3247,0,77,112,37
3246,1,0,73,1
3245,21,24,21,31
3244,0,46,15,40
3243,16,91,25,91
3242,44,13,3,5
3241,17,24,12,52
3240,20,53,37,15
3239,16,2,32,32
3238,0,95,95,29
3237,0,0,57,56
3236,0,0,64,63
3235,10,63,12,1
3234,16,6,38,43
3233,14,7,155,7
3232,7,4,5,15
3231,9,8,9,19
3230,18,18,13,34
3229,1,4,45,8
3228,14,34,12,8
3227,56,43,48,1
3226,5,14,8,13
3225,50,10,132,74
3224,0,0,4,1
3223,10,15,65,89
3222,9,39,4,1
3221,29,24,19,17
3220,63,64,65,28
3219,6,10,29,10
3218,36,15,18,36
3217,81,23,21,81
3216,13,12,83,94
3215,17,18,71,1
3214,0,96,46,95
3213,83,18,18,83
3212,7,0,162,168
3211,0,0,126,1
3210,94,11,0,23
3209,22,0,88,23
3208,63,69,60,6
3207,8,7,37,8
3206,9,0,25,10
3205,4,51,10,4
3204,32,108,4,143
3203,3,2,13,3
3202,0,5,10,5
3201,6,3,12,11
3200,55,9,10,1
3199,63,58,71,41
3198,12,24,145,180
3197,1,0,4,4
3196,0,69,0,28
3195,16,4,24,16
3194,0,20,30,44
3193,22,20,41,82
3192,8,15,88,15
3191,39,1,60,55
3190,12,8,10,29
3189,74,5,13,8
3188,3,6,25,5
3187,5,5,24,5
3186,2,2,16,4
3185,8,6,9,1
3184,7,5,4,15
3183,1,10,66,1
3182,5,15,33,8
3181,25,10,72,44
3180,8,16,12,35
3179,48,9,68,25
3178,77,0,115,167
3177,5,7,50,9
3176,28,8,28,31
3175,4,13,72,13
3174,1,0,4,3
3173,0,0,4,1
3172,4,10,33,46
3171,40,2,59,17
3170,2,10,66,1
3169,23,0,29,23
3168,19,1,171,19
3167,8,10,43,20
3166,5,4,16,5
3165,7,15,80,20
3164,45,20,32,73
3163,1,12,90,77
3162,8,21,46,58
3161,0,11,73,49
3160,16,68,31,51
3159,8,13,57,1
3158,0,1,3,2
3157,8,22,38,24
3156,6,6,39,5
3155,9,16,72,76
3154,5,6,4,3
3153,0,17,45,1
3152,86,0,2,4
3151,1,7,40,8
3150,13,6,21,1
3149,3,9,24,9
3148,3,6,62,34
3147,6,20,40,65
3146,8,15,59,16
3145,12,5,28,44
3144,6,6,54,65
3143,5,80,107,8
3142,5,2,24,1
3141,9,3,69,51
3140,7,4,27,5
3139,4,21,86,103
3138,0,133,23,132
3137,26,24,26,2
3136,5,0,60,5
3135,28,4,1,32
3134,1,6,17,2
3133,9,16,6,30
3132,58,10,35,4
3131,0,33,0,3
3130,5,22,20,1
3129,22,23,97,6
3128,0,1,88,88
3127,4,0,85,88
3126,16,4,38,2
3125,4,0,91,94
3124,15,42,12,14
3123,13,51,13,15
3122,0,40,40,40
3121,25,14,56,94
3120,17,8,74,18
3119,40,2,24,21
3118,71,20,1,21
3117,12,0,46,1
3116,13,12,140,133
3115,16,16,31,30
3114,1,6,28,19
3113,5,5,5,9
3112,16,3,3,3
3111,11,2,10,4
3110,16,0,68,83
3109,4,0,90,18
3108,8,0,76,13
3107,6,23,92,18
3106,1,1,7,2
3105,0,0,4,1
3104,7,18,14,5
3103,8,8,86,13
3102,76,19,0,19
3101,14,8,86,13
3100,8,16,64,16
3099,66,11,1,66
3098,16,2,17,5
3097,58,7,0,58
3096,0,1,9,2
3095,7,8,177,5
3094,7,7,35,1
3093,2,5,82,88
3092,2,3,59,11
3091,6,4,61,6
3090,24,13,70,10
3089,74,11,0,74
3088,18,11,72,19
3087,17,3,72,91
3086,3,14,80,96
3085,0,0,30,15
3084,16,20,16,4
3083,8,4,12,12
3082,4,4,17,4
3081,6,6,4,2
3080,26,20,78,32
3079,18,18,37,13
3078,1,1,7,2
3077,7,12,42,5
3076,28,24,140,54
3075,51,7,1,1
3074,4,9,19,4
3073,2,2,13,4
3072,4,43,9,1
3071,128,17,19,4
3070,4,3,12,1
3069,20,9,24,52
3068,19,10,11,5
3067,21,47,124,21
3066,4,1,27,5
3065,3,6,34,1
3064,0,3,7,3
3063,3,1,13,1
3062,8,2,9,9
3061,22,14,6,13
3060,4,2,15,1
3059,19,32,70,8
3058,34,33,41,6
3057,12,0,76,13
3056,37,2,2,20
3055,8,4,32,1
3054,68,0,52,16
3053,13,0,49,61
3052,11,7,90,107
3051,3,20,31,3
3050,9,6,66,3
3049,0,10,153,23
3048,44,16,36,44
3047,73,18,13,43
3046,19,8,156,2
3045,19,24,23,18
3044,7,10,54,15
3043,4,0,30,33
3042,16,19,9,23
3041,6,0,94,67
3040,77,26,67,64
3039,18,4,2,21
3038,7,21,53,32
3037,0,11,66,44
3036,2,12,35,14
3035,0,0,4,1
3034,13,0,28,1
3033,15,3,4,1
3032,1,1,11,4
3031,0,11,124,11
3030,3,16,68,12
3029,25,21,26,24
3028,0,2,21,22
3027,0,3,8,3
3026,10,1,11,1
3025,8,9,57,1
3024,39,28,40,5
3023,32,16,144,191
3022,6,12,94,3
3021,50,1,63,14
3020,3,3,10,2
3019,9,39,2,1
3018,2,20,0,21
3017,21,2,90,1
3016,17,37,57,1
3015,2,2,53,3
3014,56,8,0,28
3013,4,71,1,54
3012,20,0,48,20
3011,5,11,126,36
3010,3,8,154,66
3009,0,0,52,51
3008,44,12,95,44
3007,53,8,0,1
3006,13,23,32,36
3005,2,0,43,12
3004,36,12,95,36
3003,50,14,9,31
3002,1,75,2,75
3001,9,0,78,17
3000,11,43,53,11
2999,6,41,97,47
2998,4,10,38,14
2997,8,52,44,44
2996,36,0,66,65
2995,12,0,12,23
2994,6,56,12,1
2993,0,0,55,16
2992,4,13,57,1
2991,8,27,42,4
2990,33,31,37,1
2989,0,0,30,1
2988,77,0,0,19
2987,21,1,49,70
2986,4,2,35,40
2985,9,5,95,90
2984,40,1,59,61
2983,34,1,50,84
2982,14,0,85,39
2981,0,2,10,3
2980,34,5,11,2
2979,5,0,64,4
2978,5,1,59,10
2977,18,1,41,59
2976,13,49,1,13
2975,19,7,0,4
2974,9,2,83,37
2973,1,74,4,48
2972,45,3,64,30
2971,4,15,44,15
2970,77,38,77,76
2969,5,5,71,5
2968,14,1,40,54
2967,15,1,40,55
2966,32,130,15,30
2965,6,20,134,30
2964,45,50,45,139
2963,17,39,121,30
2962,7,2,76,8
2961,14,8,22,4
2960,18,6,40,17
2959,6,0,35,14
2958,1,6,72,7
2957,5,5,55,32
2956,2,3,63,4
2955,38,29,40,1
2954,14,1,93,11
2953,10,10,59,14
2952,5,4,62,1
2951,0,9,37,9
2950,39,34,53,2
2949,9,0,72,80
2948,5,5,104,37
2947,17,14,17,47
2946,37,24,45,1
2945,44,40,14,43
2944,0,48,28,48
2943,35,5,53,40
2942,14,14,3,15
2941,1,77,0,41
2940,0,27,12,12
2939,9,3,54,5
2938,41,0,41,81
2937,10,21,90,118
2936,21,0,51,1
2935,3,2,35,6
2934,0,15,38,1
2933,61,5,15,13
2932,4,0,74,77
2931,14,0,58,71
2930,0,49,3,48
2929,2,2,13,2
2928,5,93,0,32
2927,74,24,24,58
2926,6,10,55,26
2925,22,6,45,72
2924,1,0,52,8
2923,5,8,53,28
2922,1,50,44,23
2921,1,4,21,2
2920,13,0,93,13
2919,14,8,38,22
2918,4,41,22,41
2917,72,24,24,71
2916,0,0,80,79
2915,54,6,65,21
2914,0,0,79,78
2913,0,0,33,4
2912,2,4,17,5
2911,0,25,30,15
2910,0,0,2,1
2909,8,7,75,8
2908,24,20,64,47
2907,0,2,22,4
2906,21,57,18,23
2905,13,13,2,27
2904,21,60,70,150
2903,9,14,5,27
2902,18,19,66,36
2901,18,69,57,30
2900,55,7,0,53
2899,6,6,78,1
2898,45,0,16,8
2897,6,17,12,8
2896,72,0,18,89
2895,17,12,6,5
2894,16,16,160,191
2893,14,14,84,51
2892,92,4,39,43
2891,14,11,10,1
2890,1,8,16,1
2889,16,13,6,1
2888,0,37,44,19
2887,0,12,0,11
2886,2,77,10,88
2885,2,5,27,33
2884,0,0,2,1
2883,0,26,49,3
2882,17,4,15,19
2881,0,0,7,1
2880,2,0,2,1
2879,60,58,62,57
2878,0,36,42,20
2877,3,15,67,6
2876,7,22,33,19
2875,0,25,46,24
2874,13,32,36,12
2873,85,13,0,83
2872,13,10,18,22
2871,20,20,4,43
2870,4,1,8,4
2869,8,13,83,103
2868,6,12,53,3
2867,2,5,8,2
2866,1,22,10,31
2865,12,65,12,88
2864,4,4,4,11
2863,12,0,28,27
2862,54,36,23,47
2861,5,35,10,49
2860,0,23,33,23
2859,7,3,36,2
2858,6,8,12,1
2857,7,7,26,3
2856,0,21,24,20
2855,36,36,72,143
2854,21,44,39,68
2853,32,26,134,36
2852,57,29,7,36
2851,28,4,41,72
2850,10,2,45,39
2849,9,3,51,39
2848,0,42,20,42
2847,4,0,48,3
2846,3,2,2,2
2845,2,6,34,1
2844,1,0,6,6
2843,5,0,4,3
2842,4,0,80,28
2841,22,12,55,13
2840,0,0,82,66
2839,32,4,28,36
2838,7,2,13,21
2837,1,0,23,2
2836,21,0,36,20
2835,5,0,64,63
2834,16,0,80,82
2833,5,0,64,63
2832,8,52,1,27
2831,8,10,91,1
2830,12,5,12,20
2829,8,8,24,2
2828,4,8,32,1
2827,6,8,41,1
2826,3,14,4,6
2825,8,5,103,15
2824,64,0,34,63
2823,16,20,72,72
2821,22,9,7,15
2820,26,9,57,35
2819,14,26,14,36
2818,3,5,32,6
2817,12,32,6,49
2816,16,5,30,8
2815,5,6,44,7
2814,1,6,40,11
2813,25,16,15,16
2812,1,6,58,11
2811,43,14,43,13
2810,87,0,13,13
2809,4,3,32,1
2808,8,2,37,46
2807,3,0,2,1
2806,67,37,22,37
2805,42,41,83,165
2804,32,0,49,16
2803,8,0,67,74
2802,32,0,62,1
2801,39,40,23,20
2800,16,15,7,37
2799,0,5,32,31
2798,13,1,0,13
2797,1,8,0,8
2796,3,4,1,7
2795,2,1,6,8
2794,5,2,0,2
2793,8,94,3,104
2792,8,0,1,8
2791,22,8,22,2
2790,4,20,61,24
2789,8,5,55,67
2788,6,22,10,37
2787,4,11,11,25
2786,0,8,0,7
2785,1,1,19,20
